,timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location
1152274,2016-05-02 13:28:42,120.46,41.59,Samsung,F,33-38,Liaoning
133647,2016-05-05 14:08:33,121.4,29.67,OPPO,M,27-28,Zhejiang
76382,2016-05-03 20:07:33,113.89,22.73,Huawei,M,22-,Guangdong
698355,2016-05-01 11:45:50,104.19,30.58,OPPO,F,33-38,Sichuan
420431,2016-05-04 15:46:23,120.61,30.0,Huawei,M,29-32,Zhejiang
752847,2016-05-01 12:39:03,132.04,47.25,LeEco,M,29-32,Heilongjiang
581251,2016-05-07 12:13:24,112.15,32.07,Huawei,M,23-26,Hubei
195580,2016-05-07 22:25:33,76.92,43.25,Huawei,M,33-38,other
637511,2016-05-06 22:29:46,118.03,24.5,Meizu,M,33-38,Fujian
1013953,2016-05-04 01:49:46,81.34,43.94,vivo,F,39+,Xinjiang
317570,2016-05-02 21:15:49,116.22,39.87,Xiaomi,F,27-28,Beijing
309674,2016-05-05 18:11:14,1.0,1.0,Xiaomi,M,39+,other
305509,2016-05-05 11:11:23,111.7,36.18,OPPO,F,23-26,Shanxi
551731,2016-05-06 09:15:44,108.95,30.3,Huawei,F,23-26,Hubei
481362,2016-05-06 04:55:16,1.0,1.0,Samsung,F,39+,other
819138,2016-05-03 13:05:38,103.97,30.65,Coolpad,M,22-,Sichuan
964956,2016-05-07 16:36:04,104.67,32.94,vivo,M,27-28,Gansu
888297,2016-05-04 03:48:04,116.36,39.84,Huawei,M,39+,Beijing
823797,2016-05-03 08:13:48,120.08,31.82,Coolpad,M,39+,Jiangsu
1082947,2016-05-07 21:50:58,120.46,30.23,Huawei,F,27-28,Zhejiang
455248,2016-05-07 17:30:14,116.29,39.95,Huawei,F,33-38,Beijing
245890,2016-05-03 13:38:14,106.49,29.75,HTC,F,29-32,Chongqing
452084,2016-05-01 19:32:03,132.03,47.25,Samsung,M,39+,Heilongjiang
431739,2016-05-07 16:25:53,121.01,31.37,Huawei,M,23-26,Jiangsu
74829,2016-05-03 17:14:04,87.33,44.02,Huawei,M,29-32,Xinjiang
915131,2016-05-05 05:25:06,99.21,25.12,Xiaomi,M,29-32,Yunnan
107833,2016-05-05 17:06:48,123.57,41.91,OPPO,F,39+,Liaoning
908830,2016-05-05 18:33:12,116.99,32.63,Huawei,M,39+,Anhui
1192842,2016-05-07 20:48:02,102.64,25.09,OPPO,M,22-,Yunnan
661539,2016-05-01 03:51:04,114.77,37.75,Xiaomi,M,33-38,Hebei
959342,2016-05-04 17:47:29,114.49,38.03,Huawei,M,29-32,Hebei
930222,2016-05-02 03:51:52,104.89,25.08,Samsung,M,33-38,Guizhou
338057,2016-05-02 14:28:16,114.07,32.12,Lenovo,M,39+,Henan
704160,2016-05-04 12:17:02,116.49,26.84,Xiaomi,M,39+,Jiangxi
794325,2016-05-05 08:45:55,121.63,31.2,Huawei,M,33-38,Shanghai
338554,2016-05-05 13:46:00,118.87,28.97,Huawei,M,39+,Zhejiang
182634,2016-05-04 00:13:07,115.18,29.87,Huawei,M,39+,Hubei
297623,2016-05-01 18:57:19,121.36,31.08,Xiaomi,M,29-32,Shanghai
310393,2016-05-04 04:54:00,117.17,39.14,Meizu,M,33-38,Tianjin
223429,2016-05-03 01:53:03,116.2,39.9,Other,M,33-38,Beijing
1242872,2016-05-03 15:43:40,121.38,31.21,Huawei,M,39+,Shanghai
1129356,2016-05-02 06:48:11,111.21,27.85,OPPO,M,22-,Hunan
610170,2016-05-04 17:47:21,107.09,29.85,Huawei,F,39+,Chongqing
99561,2016-05-03 02:53:37,112.55,37.87,Samsung,F,39+,Shanxi
523175,2016-05-05 14:18:57,121.32,38.83,Meizu,M,33-38,Liaoning
662512,2016-05-01 10:14:38,118.26,25.0,OPPO,M,29-32,Fujian
387120,2016-05-03 08:26:01,103.69,30.61,Huawei,M,29-32,Sichuan
69964,2016-05-07 20:04:25,120.56,31.32,Huawei,M,39+,Jiangsu
1077551,2016-05-04 08:38:05,102.28,25.65,OPPO,M,29-32,Yunnan
1212758,2016-05-03 11:14:33,104.0,30.0,vivo,M,33-38,Sichuan
781629,2016-05-07 16:21:43,116.74,39.6,HTC,M,22-,Beijing
104413,2016-05-05 07:28:36,114.23,22.56,Xiaomi,M,39+,Guangdong
22421,2016-05-06 20:36:55,114.11,22.54,Xiaomi,F,39+,Guangdong
1093428,2016-05-03 20:03:49,115.89,28.69,Huawei,M,39+,Jiangxi
301691,2016-05-02 21:22:11,117.27,34.29,Xiaomi,F,29-32,Jiangsu
699882,2016-05-05 23:52:49,114.31,30.52,OPPO,M,33-38,Hubei
841225,2016-05-04 20:37:18,118.17,24.53,Lenovo,F,23-26,Fujian
537828,2016-05-03 09:45:46,113.67,34.83,Xiaomi,F,39+,Henan
903815,2016-05-07 05:12:47,120.55,31.43,Xiaomi,F,39+,Jiangsu
1107450,2016-05-07 22:54:03,108.86,34.23,Meizu,M,33-38,Shanxi
992507,2016-05-01 00:18:09,119.46,31.42,Other,M,39+,Jiangsu
452330,2016-05-07 14:39:44,132.03,47.25,Samsung,M,39+,Heilongjiang
662414,2016-05-01 00:25:21,102.63,25.04,Xiaomi,M,29-32,Yunnan
399469,2016-05-02 14:55:31,117.21,31.87,Huawei,F,23-26,Anhui
296713,2016-05-03 07:50:41,114.21,22.65,Huawei,M,27-28,Guangdong
719404,2016-05-03 17:55:38,107.57,32.02,OPPO,F,33-38,Sichuan
560591,2016-05-03 19:16:09,117.81,36.06,Huawei,F,33-38,Shandong
62262,2016-05-01 13:25:20,114.39,38.04,Coolpad,M,39+,Hebei
227810,2016-05-04 09:33:43,116.49,39.97,Huawei,F,33-38,Beijing
265417,2016-05-03 00:45:16,123.44,41.84,Xiaomi,F,27-28,Liaoning
1069172,2016-05-02 14:36:04,117.07,39.38,Meizu,F,33-38,Tianjin
1269725,2016-05-01 10:53:16,118.81,32.02,Samsung,M,29-32,Jiangsu
550176,2016-05-03 10:16:24,114.58,38.5,Coolpad,M,23-26,Hebei
104606,2016-05-01 07:31:03,114.23,22.56,Xiaomi,M,39+,Guangdong
1126677,2016-05-02 07:45:50,111.21,27.85,OPPO,M,22-,Hunan
104566,2016-05-02 07:27:25,114.23,22.56,Xiaomi,M,39+,Guangdong
1252016,2016-05-07 10:51:29,116.63,39.87,Huawei,F,39+,Beijing
421837,2016-05-05 07:16:07,112.99,28.14,Samsung,M,29-32,Hunan
1136559,2016-05-03 12:20:02,116.04,36.46,vivo,M,29-32,Shandong
157585,2016-05-06 02:33:27,120.4,36.08,Xiaomi,M,33-38,Shandong
111191,2016-05-06 18:02:36,121.66,29.87,Huawei,M,39+,Zhejiang
124819,2016-05-07 00:41:27,113.8,22.73,Xiaomi,M,39+,Guangdong
241027,2016-05-02 07:39:35,117.2,31.75,vivo,F,29-32,Anhui
160618,2016-05-06 16:46:23,119.26,26.04,Xiaomi,F,39+,Fujian
1013173,2016-05-07 06:14:36,111.73,40.76,Xiaomi,M,39+,Inner Mongolia
738970,2016-05-05 14:30:25,122.96,41.49,vivo,F,29-32,Liaoning
761653,2016-05-06 07:50:51,117.61,39.84,Xiaomi,M,33-38,Hebei
717497,2016-05-03 06:41:00,107.53,23.31,Other,F,29-32,Guangxi
810893,2016-05-03 21:40:57,116.43,39.89,Huawei,M,39+,Beijing
12855,2016-05-05 09:31:41,113.35,40.09,Xiaomi,M,23-26,Shanxi
1067975,2016-05-02 17:21:04,120.99,31.33,Samsung,M,22-,Jiangsu
826128,2016-05-07 15:41:15,123.77,41.85,Samsung,M,39+,Liaoning
556210,2016-05-04 11:53:57,113.3,23.29,Xiaomi,M,23-26,Guangdong
871145,2016-05-05 10:35:43,118.44,39.71,Huawei,M,33-38,Hebei
797742,2016-05-01 12:14:48,117.39,38.98,vivo,F,23-26,Tianjin
575505,2016-05-04 11:04:28,113.51,24.75,Meizu,M,33-38,Guangdong
1148771,2016-05-06 20:08:18,113.86,22.57,Huawei,M,23-26,Guangdong
714150,2016-05-02 22:42:22,121.18,30.06,Meizu,M,33-38,Zhejiang
129920,2016-05-04 05:51:48,104.42,31.16,OPPO,M,39+,Sichuan
230946,2016-05-05 09:48:35,112.21,31.07,Xiaomi,M,33-38,Hubei
679916,2016-05-06 10:30:01,121.59,31.21,vivo,M,22-,Shanghai
449365,2016-05-07 08:52:45,119.97,30.39,Huawei,F,39+,Zhejiang
639785,2016-05-05 11:39:19,114.14,22.62,Xiaomi,M,29-32,Guangdong
1238008,2016-05-04 18:24:48,120.68,27.99,Samsung,M,27-28,Zhejiang
371060,2016-05-07 10:04:09,119.36,35.1,Huawei,F,29-32,Shandong
695177,2016-05-07 11:29:53,114.61,38.04,Samsung,M,39+,Hebei
146839,2016-05-04 23:33:21,120.14,33.37,Huawei,M,33-38,Jiangsu
139328,2016-05-07 12:06:08,102.86,36.35,vivo,M,39+,Gansu
671006,2016-05-06 20:39:12,104.27,30.97,Samsung,M,29-32,Sichuan
1034485,2016-05-02 16:09:24,110.89,23.65,vivo,M,27-28,Guangxi
216133,2016-05-07 21:23:05,117.01,36.61,Huawei,M,39+,Shandong
220899,2016-05-06 17:59:05,116.23,39.91,Huawei,M,27-28,Beijing
680304,2016-05-02 08:26:34,120.36,30.32,OPPO,M,23-26,Zhejiang
895991,2016-05-04 12:12:43,113.58,37.33,Xiaomi,M,22-,Shanxi
652222,2016-05-04 01:03:14,1.0,1.0,Xiaomi,M,39+,other
80372,2016-05-05 17:30:08,116.42,23.37,Xiaomi,M,27-28,Guangdong
358868,2016-05-06 07:02:19,113.16,29.37,vivo,M,39+,Hunan
178728,2016-05-06 10:42:17,116.3,39.85,Samsung,M,39+,Beijing
1072442,2016-05-07 07:21:15,121.49,31.16,Xiaomi,F,39+,Shanghai
594412,2016-05-06 11:30:44,123.74,41.81,LeEco,M,39+,Liaoning
722918,2016-05-06 22:52:24,114.45,39.86,OPPO,M,39+,Hebei
284760,2016-05-01 22:53:21,112.65,26.84,Huawei,M,39+,Hunan
754875,2016-05-01 14:42:06,120.28,31.56,Huawei,F,39+,Jiangsu
786258,2016-05-02 10:38:50,104.74,31.79,Huawei,M,29-32,Sichuan
539282,2016-05-02 21:55:22,113.65,34.76,vivo,M,27-28,Henan
501425,2016-05-02 11:50:16,1.0,1.0,Huawei,M,33-38,other
1200921,2016-05-03 07:37:17,114.46,22.74,Samsung,M,27-28,Guangdong
256946,2016-05-02 11:54:36,123.18,41.25,Xiaomi,M,39+,Liaoning
390963,2016-05-07 16:17:13,117.01,32.65,Xiaomi,M,39+,Anhui
286283,2016-05-07 08:14:34,115.68,30.47,Xiaomi,M,39+,Hubei
924096,2016-05-01 11:29:06,118.09,24.48,Meizu,F,22-,Fujian
172565,2016-05-03 21:45:08,115.58,32.64,Xiaomi,M,27-28,Anhui
961564,2016-05-06 19:14:00,117.13,36.17,Huawei,M,29-32,Shandong
374366,2016-05-01 17:00:08,120.28,31.55,vivo,M,33-38,Jiangsu
19761,2016-05-02 09:11:56,121.25,30.18,Meizu,M,22-,Zhejiang
938994,2016-05-01 20:16:19,114.1,32.1,Huawei,M,39+,Henan
275764,2016-05-06 06:37:16,120.35,30.29,Other,M,29-32,Zhejiang
372267,2016-05-04 19:44:01,120.33,31.54,Coolpad,M,33-38,Jiangsu
636279,2016-05-06 09:45:25,1.0,1.0,Huawei,M,33-38,other
1096778,2016-05-06 13:53:19,119.82,28.89,Xiaomi,M,39+,Zhejiang
993082,2016-05-03 14:23:34,113.27,22.88,Huawei,M,27-28,Guangdong
815064,2016-05-07 04:08:43,108.58,34.42,Huawei,M,23-26,Shanxi
544132,2016-05-05 09:35:27,113.93,30.93,Xiaomi,M,29-32,Hubei
324247,2016-05-03 00:07:19,108.38,30.81,Other,M,33-38,Chongqing
767660,2016-05-03 12:37:31,116.47,39.9,Xiaomi,M,29-32,Beijing
63982,2016-05-03 13:54:24,112.45,23.05,Samsung,F,29-32,Guangdong
779597,2016-05-04 22:25:41,112.98,28.19,Xiaomi,M,29-32,Hunan
393099,2016-05-05 16:01:50,104.13,30.66,Samsung,F,23-26,Sichuan
1095294,2016-05-01 10:03:31,114.04,22.56,Samsung,M,23-26,Guangdong
515327,2016-05-03 22:42:33,113.35,29.54,Other,M,29-32,Hunan
190736,2016-05-02 06:53:25,114.37,34.07,Samsung,M,39+,Henan
782376,2016-05-07 10:06:47,112.17,23.91,vivo,M,39+,Guangdong
550906,2016-05-04 11:51:37,111.63,26.24,vivo,F,39+,Hunan
183315,2016-05-03 21:56:08,111.3,30.7,vivo,M,29-32,Hubei
727084,2016-05-04 13:52:36,118.61,30.83,Huawei,M,39+,Anhui
1246324,2016-05-07 18:57:44,117.57,26.23,vivo,F,39+,Fujian
789414,2016-05-02 01:23:54,114.37,30.61,Samsung,M,33-38,Hubei
1069550,2016-05-05 03:12:18,90.5,43.08,Huawei,M,23-26,Xinjiang
1224280,2016-05-04 08:50:02,108.9,34.24,Huawei,M,27-28,Shanxi
1125347,2016-05-04 10:44:06,113.02,23.72,Meizu,M,23-26,Guangdong
129219,2016-05-03 08:28:40,110.27,34.53,Huawei,M,23-26,Shanxi
1210738,2016-05-02 11:35:54,113.38,34.41,vivo,F,23-26,Henan
664251,2016-05-06 21:00:06,1.0,1.0,Huawei,F,39+,other
259495,2016-05-06 19:55:58,111.92,34.74,Huawei,M,27-28,Henan
828618,2016-05-01 13:11:40,114.31,30.52,Xiaomi,M,23-26,Hubei
1184750,2016-05-05 22:26:50,118.65,31.9,Coolpad,M,39+,Jiangsu
117568,2016-05-06 00:33:51,121.52,38.86,Xiaomi,M,29-32,Liaoning
912062,2016-05-02 10:07:14,120.59,36.38,Huawei,F,22-,Shandong
399229,2016-05-04 20:03:37,116.28,40.1,Huawei,F,23-26,Beijing
899878,2016-05-01 07:45:02,118.88,32.12,Other,M,39+,Jiangsu
266479,2016-05-05 20:57:44,120.3,31.91,Huawei,M,39+,Jiangsu
635680,2016-05-03 09:29:51,112.68,26.89,OPPO,M,22-,Hunan
1269078,2016-05-02 00:17:48,118.81,32.02,Samsung,M,29-32,Jiangsu
587769,2016-05-03 11:40:01,122.32,40.37,Lenovo,M,29-32,Liaoning
404828,2016-05-03 17:00:04,119.93,32.51,Huawei,F,27-28,Jiangsu
1002841,2016-05-02 11:33:41,103.87,30.21,Meizu,M,29-32,Sichuan
1025343,2016-05-05 10:37:00,1.0,1.0,Samsung,M,23-26,other
563979,2016-05-06 20:06:18,113.12,29.37,LeEco,F,27-28,Hunan
967361,2016-05-03 13:28:44,1.0,1.0,Coolpad,M,39+,other
324331,2016-05-03 08:25:19,108.38,30.81,Other,M,33-38,Chongqing
828580,2016-05-02 15:48:12,123.76,41.29,Samsung,M,33-38,Liaoning
697922,2016-05-06 07:12:04,118.85,34.2,OPPO,M,29-32,Jiangsu
941497,2016-05-06 08:52:50,1.0,1.0,Other,M,33-38,other
915002,2016-05-06 00:29:08,99.16,25.1,Xiaomi,M,29-32,Yunnan
1165809,2016-05-04 20:13:16,114.5,38.04,HTC,M,33-38,Hebei
629990,2016-05-03 00:04:35,104.07,30.61,Huawei,M,39+,Sichuan
954425,2016-05-01 10:29:28,120.63,31.25,Xiaomi,M,27-28,Jiangsu
144808,2016-05-02 01:20:54,116.31,39.77,Huawei,M,29-32,Beijing
1049444,2016-05-03 10:06:10,121.67,31.24,Meizu,F,29-32,Shanghai
898145,2016-05-07 21:26:05,121.45,31.18,Huawei,M,33-38,Shanghai
689599,2016-05-05 15:12:09,114.04,35.34,Meizu,M,23-26,Henan
586554,2016-05-03 22:03:40,111.61,26.45,vivo,M,33-38,Hunan
870328,2016-05-06 15:35:33,113.21,35.23,vivo,F,29-32,Henan
272882,2016-05-01 18:26:03,121.6,31.94,Samsung,M,33-38,Jiangsu
1069897,2016-05-05 19:39:33,112.69,26.88,Xiaomi,F,22-,Hunan
552901,2016-05-02 14:08:22,112.69,30.67,vivo,M,39+,Hubei
770408,2016-05-02 16:00:09,113.27,22.75,vivo,F,22-,Guangdong
689768,2016-05-05 07:55:02,114.04,35.34,Meizu,M,23-26,Henan
805293,2016-05-01 18:27:20,116.11,24.26,Samsung,M,33-38,Guangdong
660598,2016-05-03 20:12:50,1.0,1.0,Coolpad,F,39+,other
619107,2016-05-01 08:27:23,113.39,23.13,Huawei,F,39+,Guangdong
841015,2016-05-04 15:28:31,118.17,24.53,Lenovo,F,23-26,Fujian
812647,2016-05-03 07:41:13,119.21,35.76,Xiaomi,M,39+,Shandong
78069,2016-05-06 18:03:51,109.73,38.23,Huawei,M,29-32,Shanxi
1188491,2016-05-06 22:14:38,121.67,42.01,Samsung,F,33-38,Liaoning
374537,2016-05-01 16:56:19,120.28,31.55,vivo,M,33-38,Jiangsu
1164561,2016-05-06 19:21:31,114.47,38.03,HTC,M,33-38,Hebei
913774,2016-05-02 22:51:53,114.46,38.12,Xiaomi,M,33-38,Hebei
247204,2016-05-03 06:23:23,1.0,1.0,Huawei,F,39+,other
1257463,2016-05-01 10:26:48,115.36,33.26,Xiaomi,M,29-32,Anhui
1076145,2016-05-04 13:23:55,125.25,43.84,Huawei,M,39+,Jilin
315328,2016-05-06 12:53:23,121.6,31.08,Xiaomi,F,27-28,Shanghai
96571,2016-05-04 15:58:15,113.36,23.13,Huawei,M,22-,Guangdong
1122361,2016-05-01 20:50:07,116.1,39.36,Other,F,23-26,Hebei
781413,2016-05-04 20:18:55,112.51,33.02,Coolpad,F,22-,Henan
872840,2016-05-04 10:22:16,110.96,35.02,LeEco,F,29-32,Shanxi
18876,2016-05-06 12:23:13,113.96,22.58,vivo,F,29-32,Guangdong
1145513,2016-05-02 08:52:11,125.37,43.83,OPPO,M,33-38,Jilin
257992,2016-05-03 23:09:39,111.92,34.74,Huawei,M,27-28,Henan
695253,2016-05-07 08:14:40,114.61,38.04,Samsung,M,39+,Hebei
977586,2016-05-07 05:57:20,113.7,23.06,Meizu,M,29-32,Guangdong
918793,2016-05-03 19:07:05,117.51,37.46,Xiaomi,M,27-28,Shandong
586035,2016-05-03 10:58:23,111.62,26.43,vivo,M,33-38,Hunan
760279,2016-05-06 11:44:39,104.06,30.78,Other,M,29-32,Sichuan
837381,2016-05-02 15:41:16,114.39,30.5,Xiaomi,M,22-,Hubei
408864,2016-05-05 15:40:45,114.37,28.53,Huawei,M,39+,Jiangxi
219291,2016-05-04 21:53:39,117.82,40.97,Huawei,M,39+,Hebei
979888,2016-05-02 09:01:44,1.0,1.0,Samsung,F,27-28,other
405490,2016-05-06 21:16:00,117.28,31.9,vivo,M,27-28,Anhui
563524,2016-05-07 02:38:19,113.93,30.69,OPPO,M,27-28,Hubei
115190,2016-05-02 20:17:28,111.8,36.31,Huawei,F,33-38,Shanxi
290037,2016-05-07 01:38:03,118.09,24.58,Xiaomi,M,39+,Fujian
857292,2016-05-06 22:57:59,104.13,30.69,Xiaomi,M,27-28,Sichuan
1202175,2016-05-07 11:09:13,103.88,30.81,OPPO,F,27-28,Sichuan
259545,2016-05-06 08:00:41,111.92,34.74,Huawei,M,27-28,Henan
398073,2016-05-01 07:31:28,104.0,30.0,Xiaomi,M,22-,Sichuan
206068,2016-05-05 13:30:21,112.38,34.66,Xiaomi,M,39+,Henan
237313,2016-05-05 22:37:12,121.38,28.65,Huawei,M,22-,Zhejiang
551260,2016-05-01 22:21:16,107.5,31.21,Huawei,F,39+,Sichuan
1185783,2016-05-02 06:55:58,114.39,30.63,Samsung,M,33-38,Hubei
339625,2016-05-03 08:20:13,119.31,26.07,Huawei,F,33-38,Fujian
213502,2016-05-04 08:10:06,109.4,24.38,vivo,M,39+,Guangxi
649060,2016-05-02 09:49:30,114.88,30.51,Xiaomi,M,29-32,Hubei
249127,2016-05-04 06:15:50,116.0,29.68,Meizu,M,23-26,Jiangxi
650133,2016-05-05 07:52:22,117.81,36.1,Huawei,M,39+,Shandong
1254212,2016-05-06 17:41:45,114.04,22.52,Samsung,M,29-32,Guangdong
617857,2016-05-02 17:05:10,104.27,30.99,HTC,M,23-26,Sichuan
494220,2016-04-30 23:59:55,120.12,30.32,Huawei,M,33-38,Zhejiang
1128642,2016-05-03 11:07:17,111.21,27.84,OPPO,M,22-,Hunan
267818,2016-05-07 21:49:44,114.42,23.12,Huawei,M,23-26,Guangdong
915819,2016-05-06 06:17:21,120.26,32.03,vivo,F,33-38,Jiangsu
1034881,2016-05-01 06:13:02,117.14,31.23,Samsung,F,33-38,Anhui
303481,2016-05-06 08:31:03,103.46,30.49,Other,M,33-38,Sichuan
912706,2016-05-02 18:18:04,113.44,22.87,Meizu,M,27-28,Guangdong
516725,2016-05-05 14:52:37,106.31,29.56,Huawei,M,23-26,Chongqing
1151261,2016-05-07 15:02:51,113.45,23.1,Samsung,F,23-26,Guangdong
326128,2016-05-04 01:13:08,117.1,39.39,Huawei,F,29-32,Tianjin
1200873,2016-05-04 19:24:21,119.62,41.4,Other,F,33-38,Liaoning
1153188,2016-05-03 19:21:57,114.18,22.84,Meizu,M,29-32,Guangdong
794014,2016-05-02 10:55:30,110.76,32.66,Other,F,33-38,Hubei
596073,2016-05-05 05:50:21,123.8,41.86,LeEco,M,39+,Liaoning
1091184,2016-05-02 11:32:10,115.8,33.86,vivo,F,22-,Anhui
347619,2016-05-01 06:45:05,120.93,29.61,Samsung,M,27-28,Zhejiang
1147264,2016-05-01 11:47:16,108.94,34.61,Huawei,M,29-32,Shanxi
857461,2016-05-01 18:43:03,120.46,30.02,Meizu,M,27-28,Zhejiang
102467,2016-05-02 16:00:40,123.38,41.9,Xiaomi,F,29-32,Liaoning
514515,2016-05-01 12:00:44,102.99,29.88,Xiaomi,F,22-,Sichuan
843679,2016-05-05 23:33:04,113.93,22.63,Samsung,M,29-32,Guangdong
759411,2016-05-05 12:02:46,123.08,41.21,OPPO,M,29-32,Liaoning
1125075,2016-05-04 19:03:11,112.99,23.73,Meizu,M,23-26,Guangdong
615843,2016-05-01 00:27:42,113.93,22.68,Other,M,33-38,Guangdong
847774,2016-05-01 08:13:32,115.51,38.85,Xiaomi,F,39+,Hebei
143405,2016-05-04 23:07:35,117.01,25.07,Xiaomi,M,33-38,Fujian
1024320,2016-05-04 00:06:51,103.64,29.67,vivo,M,29-32,Sichuan
1167448,2016-05-07 18:03:51,121.42,31.18,Xiaomi,M,29-32,Shanghai
792296,2016-05-01 18:44:01,117.49,38.71,Huawei,F,27-28,Tianjin
828211,2016-05-01 08:25:11,113.34,34.82,Huawei,F,33-38,Henan
976799,2016-05-04 12:28:07,117.16,35.09,Huawei,F,39+,Shandong
1220082,2016-05-01 00:25:05,120.14,30.28,LeEco,M,29-32,Zhejiang
991346,2016-05-01 16:26:39,104.37,31.1,Huawei,F,39+,Sichuan
1018560,2016-05-05 07:37:00,117.29,31.75,Huawei,M,29-32,Anhui
379115,2016-05-04 09:30:27,111.99,27.76,Coolpad,F,33-38,Hunan
548804,2016-05-04 10:22:31,120.09,29.32,Huawei,M,23-26,Zhejiang
1087801,2016-05-06 20:23:43,113.87,27.63,Huawei,M,22-,Jiangxi
1138346,2016-05-04 14:17:46,116.83,40.36,Huawei,F,39+,Beijing
45831,2016-05-07 00:41:16,110.92,34.61,Huawei,M,23-26,Henan
21904,2016-05-03 07:59:33,104.02,30.67,vivo,F,23-26,Sichuan
953640,2016-05-06 08:27:41,131.9,45.64,Samsung,M,23-26,Heilongjiang
756098,2016-05-03 21:42:11,106.52,29.57,Meizu,M,33-38,Chongqing
1262656,2016-05-04 17:33:34,107.52,26.25,Huawei,M,22-,Guizhou
100155,2016-05-02 00:14:04,112.57,37.86,Samsung,F,39+,Shanxi
182728,2016-05-06 04:02:26,115.18,29.88,Huawei,M,39+,Hubei
1100103,2016-05-01 21:51:34,129.56,44.57,Samsung,F,33-38,Heilongjiang
527579,2016-05-05 20:48:20,122.21,29.99,Huawei,F,39+,Zhejiang
1182722,2016-05-02 22:09:47,106.55,26.42,Huawei,M,27-28,Guizhou
687120,2016-05-02 10:45:22,121.35,37.56,OPPO,F,27-28,Shandong
445650,2016-05-05 18:02:55,112.89,27.86,Xiaomi,F,23-26,Hunan
1266690,2016-05-05 17:22:00,113.85,22.62,Other,M,27-28,Guangdong
786250,2016-05-06 17:41:00,104.74,31.79,Huawei,M,29-32,Sichuan
483702,2016-05-05 03:19:53,102.65,25.09,Huawei,M,23-26,Yunnan
1114674,2016-05-01 08:23:58,115.86,28.63,OPPO,F,23-26,Jiangxi
972182,2016-05-01 13:29:51,116.98,34.76,Xiaomi,F,23-26,Shandong
198838,2016-05-04 21:00:46,112.35,28.84,vivo,F,39+,Hunan
512334,2016-05-02 10:02:06,118.82,24.91,OPPO,M,27-28,Fujian
1164832,2016-05-04 07:04:55,114.47,38.03,HTC,M,33-38,Hebei
689362,2016-05-02 06:13:34,114.04,35.34,Meizu,M,23-26,Henan
379472,2016-05-07 21:12:12,111.98,27.76,Coolpad,F,33-38,Hunan
430254,2016-05-05 00:07:11,113.12,36.17,Samsung,M,29-32,Shanxi
332546,2016-05-04 21:13:32,109.24,34.67,Samsung,M,39+,Shanxi
143697,2016-05-02 17:48:34,116.98,25.11,Xiaomi,M,33-38,Fujian
286634,2016-05-04 14:20:55,104.05,30.69,Huawei,M,39+,Sichuan
462958,2016-05-07 01:39:13,114.26,30.57,Huawei,F,39+,Hubei
502252,2016-05-04 03:19:31,113.4,23.12,Huawei,M,39+,Guangdong
943575,2016-05-07 13:30:36,115.64,37.32,Meizu,M,23-26,Hebei
233631,2016-05-04 09:07:56,112.7,38.73,Coolpad,F,39+,Shanxi
297833,2016-05-02 07:40:21,114.51,38.19,Samsung,F,39+,Hebei
754040,2016-05-05 10:23:52,108.92,34.35,Coolpad,M,33-38,Shanxi
202119,2016-05-03 17:07:17,80.65,7.87,Huawei,F,29-32,other
1200202,2016-05-03 09:57:08,109.4,24.33,Xiaomi,M,39+,Guangxi
984284,2016-05-03 20:35:38,121.39,31.39,HTC,M,23-26,Shanghai
1117094,2016-05-04 18:45:00,120.62,30.57,Huawei,M,23-26,Zhejiang
341155,2016-05-01 00:51:24,104.0,30.0,Other,M,29-32,Sichuan
500879,2016-05-02 07:25:04,113.27,22.55,Huawei,M,33-38,Guangdong
1209048,2016-05-05 08:56:08,121.26,31.12,Huawei,M,22-,Shanghai
960940,2016-05-07 15:44:41,116.52,35.39,Other,M,33-38,Shandong
1135628,2016-05-04 17:18:38,112.51,29.44,Huawei,M,27-28,Hunan
702214,2016-05-01 00:39:38,113.98,22.96,vivo,M,33-38,Guangdong
124250,2016-05-02 23:57:55,112.61,37.88,Meizu,M,22-,Shanxi
545412,2016-05-04 06:09:47,100.17,25.7,Meizu,M,23-26,Yunnan
455547,2016-05-01 08:06:55,117.99,36.72,Xiaomi,M,33-38,Shandong
2065,2016-05-02 16:44:05,118.34,34.35,Huawei,F,39+,Jiangsu
893602,2016-05-01 11:40:27,116.34,39.93,Xiaomi,M,27-28,Beijing
1076191,2016-05-07 15:06:36,125.25,43.84,Huawei,M,39+,Jilin
363739,2016-05-01 11:09:48,116.09,40.48,Samsung,F,29-32,Beijing
1230174,2016-05-06 13:39:02,104.39,31.13,vivo,M,22-,Sichuan
875132,2016-05-06 06:38:04,112.34,22.05,Xiaomi,M,23-26,Guangdong
140439,2016-05-01 08:24:48,121.45,31.2,Huawei,M,39+,Shanghai
276746,2016-05-03 17:40:45,118.64,25.4,Xiaomi,M,29-32,Fujian
100529,2016-05-06 11:46:43,111.7,36.51,Other,M,39+,Shanxi
1253022,2016-05-02 13:29:25,115.77,23.93,Huawei,M,27-28,Guangdong
803962,2016-05-03 11:46:36,116.28,40.02,Huawei,M,29-32,Beijing
888429,2016-05-05 15:52:26,104.0,30.0,Xiaomi,M,29-32,Sichuan
1081141,2016-05-03 01:58:37,104.36,31.15,Samsung,M,27-28,Sichuan
